黑龙江联通,#genre#
新疆6HD,http://110.157.221.149:8088/udp/238.125.7.150:5140
新疆6HD,http://110.157.221.149:8088/udp/238.125.3.179:5140
新疆07,http://110.157.221.149:8088/udp/238.125.0.224:5140
新疆7,http://110.157.221.149:8088/udp/238.125.4.224:5140
新疆7HD,http://110.157.221.149:8088/udp/238.125.3.180:5140
新疆7HD,http://110.157.221.149:8088/udp/238.125.7.151:5140
新疆8,http://110.157.221.149:8088/udp/238.125.0.213:5140
新疆8,http://110.157.221.149:8088/udp/238.125.4.213:5140
新疆8HD,http://110.157.221.149:8088/udp/238.125.3.181:5140
新疆8HD,http://110.157.221.149:8088/udp/238.125.7.152:5140
新疆09,http://110.157.221.149:8088/udp/238.125.4.204:5140
新疆9,http://110.157.221.149:8088/udp/238.125.0.204:5140
新疆9HD,http://110.157.221.149:8088/udp/238.125.7.153:5140
新疆9HD,http://110.157.221.149:8088/udp/238.125.3.182:5140
新疆10,http://110.157.221.149:8088/udp/238.125.0.223:5140
新疆10,http://110.157.221.149:8088/udp/238.125.4.223:5140
新疆10HD,http://110.157.221.149:8088/udp/238.125.3.183:5140
新疆10HD,http://110.157.221.149:8088/udp/238.125.7.154:5140
新疆11,http://110.157.221.149:8088/udp/238.125.4.222:5140
新疆11,http://110.157.221.149:8088/udp/238.125.0.222:5140
新疆11HD,http://110.157.221.149:8088/udp/238.125.3.184:5140
新疆11HD,http://110.157.221.149:8088/udp/238.125.7.155:5140
新疆12,http://110.157.221.149:8088/udp/238.125.4.219:5140
新疆12,http://110.157.221.149:8088/udp/238.125.0.219:5140
新疆12HD,http://110.157.221.149:8088/udp/238.125.3.185:5140
新疆12HD,http://110.157.221.149:8088/udp/238.125.7.156:5140
新疆教育,http://110.157.221.149:8088/udp/238.125.2.8:5140
新疆教育,http://110.157.221.149:8088/udp/238.125.6.8:5140

乌鲁木齐1高清,http://110.157.221.149:8088/udp/238.125.2.244:5140
乌鲁木齐1,http://110.157.221.149:8088/udp/238.125.0.200:5140
乌鲁木齐1,http://110.157.221.149:8088/udp/238.125.4.200:5140
乌鲁木齐1高清,http://110.157.221.149:8088/udp/238.125.7.200:5140
乌鲁木齐2,http://110.157.221.149:8088/udp/238.125.4.216:5140
乌鲁木齐2,http://110.157.221.149:8088/udp/238.125.0.216:5140
乌鲁木齐2高清,http://110.157.221.149:8088/udp/238.125.2.243:5140
乌鲁木齐2高清,http://110.157.221.149:8088/udp/238.125.7.201:5140
乌鲁木齐3,http://110.157.221.149:8088/udp/238.125.4.203:5140
乌鲁木齐3,http://110.157.221.149:8088/udp/238.125.0.203:5140
乌鲁木齐3高清,http://110.157.221.149:8088/udp/238.125.7.202:5140
乌鲁木齐3高清,http://110.157.221.149:8088/udp/238.125.2.242:5140
乌鲁木齐4,http://110.157.221.149:8088/udp/238.125.4.217:5140
乌鲁木齐4,http://110.157.221.149:8088/udp/238.125.0.217:5140
乌鲁木齐4高清,http://110.157.221.149:8088/udp/238.125.7.203:5140
乌鲁木齐4高清,http://110.157.221.149:8088/udp/238.125.2.241:5140
乌鲁木齐6,http://110.157.221.149:8088/udp/238.125.0.207:5140
乌鲁木齐6,http://110.157.221.149:8088/udp/238.125.4.207:5140
乌鲁木齐6高清,http://110.157.221.149:8088/udp/238.125.7.205:5140
乌鲁木齐6高清,http://110.157.221.149:8088/udp/238.125.2.239:5140

9师TV1,http://110.157.221.149:8088/udp/238.125.3.109:5140
AVS1,http://110.157.221.149:8088/udp/238.125.2.154:5140
CMMB1,http://110.157.221.149:8088/udp/238.125.0.227:5140
CMMB1,http://110.157.221.149:8088/udp/238.125.4.206:5140
CMMB5,http://110.157.221.149:8088/udp/238.125.4.229:5140
CMMB5,http://110.157.221.149:8088/udp/238.125.0.229:5140
CMMB6,http://110.157.221.149:8088/udp/238.125.0.232:5140
CMMB6,http://110.157.221.149:8088/udp/238.125.4.232:5140
CMMB7,http://110.157.221.149:8088/udp/238.125.0.231:5140
CMMB7,http://110.157.221.149:8088/udp/238.125.4.231:5140
阿合奇1,http://110.157.221.149:8088/udp/238.125.3.189:5140
阿合奇2,http://110.157.221.149:8088/udp/238.125.3.190:5140
阿克苏1HD,http://110.157.221.149:8088/udp/238.125.7.84:5140
阿克苏1HD,http://110.157.221.149:8088/udp/238.125.3.84:5140
阿克苏2HD,http://110.157.221.149:8088/udp/238.125.3.85:5140
阿克苏2HD,http://110.157.221.149:8088/udp/238.125.7.85:5140
阿克苏3HD,http://110.157.221.149:8088/udp/238.125.3.86:5140
阿克苏3HD,http://110.157.221.149:8088/udp/238.125.7.86:5140
阿克苏市1,http://110.157.221.149:8088/udp/238.125.7.104:5140
阿克苏市1,http://110.157.221.149:8088/udp/238.125.3.222:5140
阿克苏市2,http://110.157.221.149:8088/udp/238.125.7.102:5140
阿克苏市2,http://110.157.221.149:8088/udp/238.125.3.221:5140
阿克苏新和1HD,http://110.157.221.149:8088/udp/238.125.7.190:5140
阿克苏新和1HD,http://110.157.221.149:8088/udp/238.125.2.254:5140
阿克苏新和2,http://110.157.221.149:8088/udp/238.125.7.189:5140
阿克苏新和2,http://110.157.221.149:8088/udp/238.125.3.253:5140
阿克陶1,http://110.157.221.149:8088/udp/238.125.7.45:5140
阿克陶1,http://110.157.221.149:8088/udp/238.125.3.45:5140
阿拉尔1,http://110.157.221.149:8088/udp/238.125.3.88:5140
阿拉尔1,http://110.157.221.149:8088/udp/238.125.7.88:5140
阿拉山口,http://110.157.221.149:8088/udp/238.125.3.16:5140
阿拉山口,http://110.157.221.149:8088/udp/238.125.7.16:5140
阿勒泰1,http://110.157.221.149:8088/udp/238.125.3.54:5140
阿勒泰1,http://110.157.221.149:8088/udp/238.125.7.54:5140
阿勒泰2,http://110.157.221.149:8088/udp/238.125.7.134:5140
阿勒泰2,http://110.157.221.149:8088/udp/238.125.2.222:5140
阿图什1,http://110.157.221.149:8088/udp/238.125.4.243:5140
阿图什1,http://110.157.221.149:8088/udp/238.125.0.243:5140
阿图什2,http://110.157.221.149:8088/udp/238.125.0.244:5140
阿图什2,http://110.157.221.149:8088/udp/238.125.4.244:5140
阿瓦提综合,http://110.157.221.149:8088/udp/238.125.3.173:5140
阿瓦提综合,http://110.157.221.149:8088/udp/238.125.6.173:5140
巴楚1,http://110.157.221.149:8088/udp/238.125.7.49:5140
巴楚1,http://110.157.221.149:8088/udp/238.125.3.49:5140
巴楚2,http://110.157.221.149:8088/udp/238.125.3.50:5140
巴州1HD,http://110.157.221.149:8088/udp/238.125.7.38:5140
巴州1HD,http://110.157.221.149:8088/udp/238.125.3.38:5140
巴州2HD,http://110.157.221.149:8088/udp/238.125.3.39:5140
巴州2HD,http://110.157.221.149:8088/udp/238.125.7.39:5140
巴州3HD,http://110.157.221.149:8088/udp/238.125.3.40:5140
巴州3HD,http://110.157.221.149:8088/udp/238.125.7.40:5140
巴州4HD,http://110.157.221.149:8088/udp/238.125.3.43:5140
巴州4HD,http://110.157.221.149:8088/udp/238.125.7.43:5140
拜城1,http://110.157.221.149:8088/udp/238.125.3.107:5140
拜城1,http://110.157.221.149:8088/udp/238.125.7.107:5140
拜城2（维语）,http://110.157.221.149:8088/udp/238.125.7.108:5140
拜城2（维语）,http://110.157.221.149:8088/udp/238.125.3.108:5140
北屯1,http://110.157.221.149:8088/udp/238.125.3.55:5140
博乐,http://110.157.221.149:8088/udp/238.125.2.186:5140
博州1HD,http://110.157.221.149:8088/udp/238.125.7.12:5140
博州1HD,http://110.157.221.149:8088/udp/238.125.3.12:5140
博州2HD,http://110.157.221.149:8088/udp/238.125.7.13:5140
博州2HD,http://110.157.221.149:8088/udp/238.125.3.13:5140
博州3HD,http://110.157.221.149:8088/udp/238.125.7.14:5140
博州3HD,http://110.157.221.149:8088/udp/238.125.3.14:5140
布尔津县1HD,http://110.157.221.149:8088/udp/238.125.2.164:5140
布尔津县2HD,http://110.157.221.149:8088/udp/238.125.7.225:5140
布尔津县2HD,http://110.157.221.149:8088/udp/238.125.2.163:5140
策勒1汉语,http://110.157.221.149:8088/udp/238.125.7.37:5140
策勒1汉语,http://110.157.221.149:8088/udp/238.125.3.37:5140
策勒2维语,http://110.157.221.149:8088/udp/238.125.7.36:5140
策勒2维语,http://110.157.221.149:8088/udp/238.125.3.36:5140
察布查尔-1,http://110.157.221.149:8088/udp/238.125.0.189:5140
察布查尔2,http://110.157.221.149:8088/udp/238.125.3.52:5140
昌吉市HD,http://110.157.221.149:8088/udp/238.125.7.27:5140
昌吉市HD,http://110.157.221.149:8088/udp/238.125.3.27:5140
昌吉综合,http://110.157.221.149:8088/udp/238.125.4.145:5140
昌吉综合,http://110.157.221.149:8088/udp/238.125.0.145:5140
额敏1,http://110.157.221.149:8088/udp/238.125.2.193:5140
二师1,http://110.157.221.149:8088/udp/238.125.3.111:5140
福海1HD,http://110.157.221.149:8088/udp/238.125.2.167:5140
福海1HD,http://110.157.221.149:8088/udp/238.125.7.222:5140
福海2HD,http://110.157.221.149:8088/udp/238.125.2.166:5140
福海2HD,http://110.157.221.149:8088/udp/238.125.7.223:5140
阜康1,http://110.157.221.149:8088/udp/238.125.3.51:5140
富蕴哈语,http://110.157.221.149:8088/udp/238.125.7.137:5140
富蕴哈语,http://110.157.221.149:8088/udp/238.125.3.137:5140
富蕴汉语,http://110.157.221.149:8088/udp/238.125.7.136:5140
富蕴汉语,http://110.157.221.149:8088/udp/238.125.3.136:5140
伽师1,http://110.157.221.149:8088/udp/238.125.3.141:5140
伽师2,http://110.157.221.149:8088/udp/238.125.3.142:5140
高昌,http://110.157.221.149:8088/udp/238.125.7.22:5140
高昌汉语,http://110.157.221.149:8088/udp/238.125.3.22:5140
高昌维语,http://110.157.221.149:8088/udp/238.125.3.21:5140
高昌维语,http://110.157.221.149:8088/udp/238.125.7.21:5140
巩留1HD,http://110.157.221.149:8088/udp/238.125.4.194:5140
巩留1HD,http://110.157.221.149:8088/udp/238.125.0.194:5140
巩留1HD,http://110.157.221.149:8088/udp/238.125.4.195:5140
巩留3HD（哈语）,http://110.157.221.149:8088/udp/238.125.0.195:5140
哈巴河1HD,http://110.157.221.149:8088/udp/238.125.2.188:5140
哈巴河2HD,http://110.157.221.149:8088/udp/238.125.2.187:5140
哈哈炫动,http://110.157.221.149:8088/udp/238.125.5.106:5140
哈哈炫动,http://110.157.221.149:8088/udp/238.125.2.217:5140
哈密1,http://110.157.221.149:8088/udp/238.125.3.81:5140
哈密2（维语）,http://110.157.221.149:8088/udp/238.125.3.82:5140
哈密3,http://110.157.221.149:8088/udp/238.125.3.83:5140
哈密巴里坤1HD,http://110.157.221.149:8088/udp/238.125.2.180:5140
哈密巴里坤1HD,http://110.157.221.149:8088/udp/238.125.7.220:5140
哈密巴里坤2HD,http://110.157.221.149:8088/udp/238.125.7.221:5140
哈密巴里坤2HD,http://110.157.221.149:8088/udp/238.125.2.179:5140
和丰1,http://110.157.221.149:8088/udp/238.125.2.192:5140
和静1,http://110.157.221.149:8088/udp/238.125.3.149:5140
和静1,http://110.157.221.149:8088/udp/238.125.7.119:5140
和硕,http://110.157.221.149:8088/udp/238.125.3.188:5140
和田汉语,http://110.157.221.149:8088/udp/238.125.7.35:5140
和田汉语,http://110.157.221.149:8088/udp/238.125.3.35:5140
和田洛浦1HD,http://110.157.221.149:8088/udp/238.125.7.218:5140
和田洛浦1HD,http://110.157.221.149:8088/udp/238.125.2.182:5140
和田维语,http://110.157.221.149:8088/udp/238.125.7.34:5140
和田维语,http://110.157.221.149:8088/udp/238.125.3.34:5140
呼图壁1HD,http://110.157.221.149:8088/udp/238.125.3.91:5140
霍城1HD,http://110.157.221.149:8088/udp/238.125.3.7:5140
霍城1HD,http://110.157.221.149:8088/udp/238.125.7.7:5140
霍城2HD(维语),http://110.157.221.149:8088/udp/238.125.7.6:5140
霍城2HD(维语),http://110.157.221.149:8088/udp/238.125.3.6:5140
霍尔果斯1HD,http://110.157.221.149:8088/udp/238.125.3.238:5140
霍尔果斯1HD,http://110.157.221.149:8088/udp/238.125.7.180:5140
吉木乃哈语,http://110.157.221.149:8088/udp/238.125.7.48:5140
吉木乃哈语,http://110.157.221.149:8088/udp/238.125.3.48:5140
吉木乃汉语,http://110.157.221.149:8088/udp/238.125.3.46:5140
吉木乃汉语,http://110.157.221.149:8088/udp/238.125.7.46:5140
吉木萨尔,http://110.157.221.149:8088/udp/238.125.7.28:5140
吉木萨尔,http://110.157.221.149:8088/udp/238.125.3.28:5140
精河1,http://110.157.221.149:8088/udp/238.125.3.126:5140
喀什1,http://110.157.221.149:8088/udp/238.125.3.214:5140
喀什2,http://110.157.221.149:8088/udp/238.125.3.215:5140
喀什3,http://110.157.221.149:8088/udp/238.125.3.216:5140
可克达拉HD,http://110.157.221.149:8088/udp/238.125.7.164:5140
可克达拉HD,http://110.157.221.149:8088/udp/238.125.2.158:5140
克拉玛依1,http://110.157.221.149:8088/udp/238.125.0.247:5140
克拉玛依1,http://110.157.221.149:8088/udp/238.125.4.247:5140
克拉玛依2（汉维双语）,http://110.157.221.149:8088/udp/238.125.4.248:5140
克拉玛依2（汉维双语）,http://110.157.221.149:8088/udp/238.125.0.248:5140
克拉玛依3,http://110.157.221.149:8088/udp/238.125.4.249:5140
克拉玛依3,http://110.157.221.149:8088/udp/238.125.0.249:5140
克拉玛依4,http://110.157.221.149:8088/udp/238.125.4.250:5140
克拉玛依4,http://110.157.221.149:8088/udp/238.125.0.250:5140
克拉玛依5,http://110.157.221.149:8088/udp/238.125.4.251:5140
克拉玛依5,http://110.157.221.149:8088/udp/238.125.0.251:5140
克州1HD,http://110.157.221.149:8088/udp/238.125.0.240:5140
克州1HD,http://110.157.221.149:8088/udp/238.125.4.240:5140
克州2HD（克尔克孜语）,http://110.157.221.149:8088/udp/238.125.0.242:5140
克州2HD（克尔克孜语）,http://110.157.221.149:8088/udp/238.125.4.241:5140
克州3HD（维语）,http://110.157.221.149:8088/udp/238.125.0.241:5140
克州3HD（维语）,http://110.157.221.149:8088/udp/238.125.4.242:5140
库车1,http://110.157.221.149:8088/udp/238.125.3.117:5140
库车2,http://110.157.221.149:8088/udp/238.125.3.118:5140
库尔勒1,http://110.157.221.149:8088/udp/238.125.3.138:5140
库尔勒2（维语）,http://110.157.221.149:8088/udp/238.125.3.139:5140
奎屯1HD,http://110.157.221.149:8088/udp/238.125.7.185:5140
奎屯1HD,http://110.157.221.149:8088/udp/238.125.3.248:5140
奎屯3HD（哈语）,http://110.157.221.149:8088/udp/238.125.3.250:5140
奎屯3HD（哈语）,http://110.157.221.149:8088/udp/238.125.7.187:5140
昆玉市,http://110.157.221.149:8088/udp/238.125.3.105:5140
洛浦2HD,http://110.157.221.149:8088/udp/238.125.7.219:5140
洛浦2HD,http://110.157.221.149:8088/udp/238.125.2.181:5140
玛纳斯1HD,http://110.157.221.149:8088/udp/238.125.3.114:5140
麦盖提1,http://110.157.221.149:8088/udp/238.125.3.192:5140
麦盖提1,http://110.157.221.149:8088/udp/238.125.7.160:5140
麦盖提2,http://110.157.221.149:8088/udp/238.125.7.161:5140
麦盖提2,http://110.157.221.149:8088/udp/238.125.3.193:5140
米东1,http://110.157.221.149:8088/udp/238.125.2.207:5140
木垒1,http://110.157.221.149:8088/udp/238.125.3.87:5140
尼勒克1,http://110.157.221.149:8088/udp/238.125.7.169:5140
尼勒克1,http://110.157.221.149:8088/udp/238.125.3.223:5140
尼勒克2,http://110.157.221.149:8088/udp/238.125.7.170:5140
尼勒克2,http://110.157.221.149:8088/udp/238.125.3.224:5140
农7师,http://110.157.221.149:8088/udp/238.125.7.228:5140
农7师,http://110.157.221.149:8088/udp/238.125.2.160:5140
奇台1,http://110.157.221.149:8088/udp/238.125.3.115:5140
且末1,http://110.157.221.149:8088/udp/238.125.7.183:5140
且末1,http://110.157.221.149:8088/udp/238.125.3.241:5140
且末2（维语）,http://110.157.221.149:8088/udp/238.125.7.184:5140
且末2（维语）,http://110.157.221.149:8088/udp/238.125.3.242:5140
青河1HD,http://110.157.221.149:8088/udp/238.125.2.162:5140
青河2HD,http://110.157.221.149:8088/udp/238.125.7.227:5140
青河2HD,http://110.157.221.149:8088/udp/238.125.7.226:5140
青河2HD,http://110.157.221.149:8088/udp/238.125.2.161:5140
若羌,http://110.157.221.149:8088/udp/238.125.7.173:5140
若羌1,http://110.157.221.149:8088/udp/238.125.2.140:5140
沙湾1,http://110.157.221.149:8088/udp/238.125.3.32:5140
莎车1,http://110.157.221.149:8088/udp/238.125.0.252:5140
莎车2,http://110.157.221.149:8088/udp/238.125.0.253:5140
鄯善,http://110.157.221.149:8088/udp/238.125.7.23:5140
鄯善,http://110.157.221.149:8088/udp/238.125.3.23:5140
鄯善维语,http://110.157.221.149:8088/udp/238.125.3.24:5140
鄯善维语,http://110.157.221.149:8088/udp/238.125.7.24:5140
十二师1,http://110.157.221.149:8088/udp/238.125.7.114:5140
十二师1HD,http://110.157.221.149:8088/udp/238.125.2.212:5140
石河子1,http://110.157.221.149:8088/udp/238.125.3.143:5140
石河子2,http://110.157.221.149:8088/udp/238.125.3.144:5140
石河子3,http://110.157.221.149:8088/udp/238.125.3.145:5140
石河子4,http://110.157.221.149:8088/udp/238.125.3.146:5140
疏附1,http://110.157.221.149:8088/udp/238.125.7.216:5140
疏附1,http://110.157.221.149:8088/udp/238.125.2.185:5140
疏附2,http://110.157.221.149:8088/udp/238.125.2.184:5140
疏附2,http://110.157.221.149:8088/udp/238.125.7.217:5140
疏勒1HD,http://110.157.221.149:8088/udp/238.125.7.208:5140
疏勒1HD,http://110.157.221.149:8088/udp/238.125.2.215:5140
疏勒2HD,http://110.157.221.149:8088/udp/238.125.2.214:5140
疏勒2HD,http://110.157.221.149:8088/udp/238.125.7.209:5140
塔城地区1,http://110.157.221.149:8088/udp/238.125.7.29:5140
塔城地区1,http://110.157.221.149:8088/udp/238.125.3.29:5140
塔城地区2,http://110.157.221.149:8088/udp/238.125.7.30:5140
塔城地区2,http://110.157.221.149:8088/udp/238.125.3.30:5140
塔城地区3,http://110.157.221.149:8088/udp/238.125.7.31:5140
塔城地区3,http://110.157.221.149:8088/udp/238.125.3.31:5140
塔城市,http://110.157.221.149:8088/udp/238.125.3.194:5140
塔城市,http://110.157.221.149:8088/udp/238.125.7.159:5140
塔城乌苏,http://110.157.221.149:8088/udp/238.125.2.194:5140
塔里木1HD,http://110.157.221.149:8088/udp/238.125.7.120:5140
塔里木1HD,http://110.157.221.149:8088/udp/238.125.3.150:5140
塔里木2HD,http://110.157.221.149:8088/udp/238.125.7.121:5140
塔里木2HD,http://110.157.221.149:8088/udp/238.125.3.151:5140
塔县1,http://110.157.221.149:8088/udp/238.125.7.188:5140
塔县1,http://110.157.221.149:8088/udp/238.125.3.252:5140
塔县2,http://110.157.221.149:8088/udp/238.125.2.247:5140
塔县2,http://110.157.221.149:8088/udp/238.125.7.195:5140
特克斯1,http://110.157.221.149:8088/udp/238.125.3.10:5140
特克斯1,http://110.157.221.149:8088/udp/238.125.7.199:5140
特克斯2,http://110.157.221.149:8088/udp/238.125.3.9:5140
特克斯2,http://110.157.221.149:8088/udp/238.125.7.198:5140
图木舒克1HD,http://110.157.221.149:8088/udp/238.125.7.181:5140
图木舒克1HD,http://110.157.221.149:8088/udp/238.125.3.239:5140
图木舒克2HD,http://110.157.221.149:8088/udp/238.125.3.240:5140
图木舒克2HD,http://110.157.221.149:8088/udp/238.125.7.182:5140
吐鲁番2,http://110.157.221.149:8088/udp/238.125.3.20:5140
吐鲁番2,http://110.157.221.149:8088/udp/238.125.7.20:5140
吐鲁番2（维语）,http://110.157.221.149:8088/udp/238.125.7.18:5140
吐鲁番2（维语）,http://110.157.221.149:8088/udp/238.125.3.18:5140
吐鲁番3,http://110.157.221.149:8088/udp/238.125.7.19:5140
吐鲁番3,http://110.157.221.149:8088/udp/238.125.3.19:5140
吐鲁番远教HD,http://110.157.221.149:8088/udp/238.125.4.190:5140
吐鲁番综合,http://110.157.221.149:8088/udp/238.125.3.17:5140
吐鲁番综合,http://110.157.221.149:8088/udp/238.125.7.17:5140
托克逊,http://110.157.221.149:8088/udp/238.125.3.25:5140
托克逊,http://110.157.221.149:8088/udp/238.125.7.25:5140
托克逊维语,http://110.157.221.149:8088/udp/238.125.7.26:5140
托克逊维语,http://110.157.221.149:8088/udp/238.125.3.26:5140
托里1,http://110.157.221.149:8088/udp/238.125.2.213:5140
未接收到信号源,http://110.157.221.149:8088/udp/238.125.3.157:5140
尉犁1,http://110.157.221.149:8088/udp/238.125.7.70:5140
尉犁1,http://110.157.221.149:8088/udp/238.125.3.128:5140
温泉,http://110.157.221.149:8088/udp/238.125.3.148:5140
温宿1,http://110.157.221.149:8088/udp/238.125.3.195:5140
温宿1,http://110.157.221.149:8088/udp/238.125.7.162:5140
温宿2,http://110.157.221.149:8088/udp/238.125.7.163:5140
温宿2,http://110.157.221.149:8088/udp/238.125.3.196:5140
乌恰2,http://110.157.221.149:8088/udp/238.125.2.189:5140
乌什1,http://110.157.221.149:8088/udp/238.125.3.130:5140
乌什1,http://110.157.221.149:8088/udp/238.125.7.130:5140
乌什2,http://110.157.221.149:8088/udp/238.125.3.131:5140
乌什2,http://110.157.221.149:8088/udp/238.125.7.131:5140
五家渠HD,http://110.157.221.149:8088/udp/238.125.3.164:5140
五家渠经济HD,http://110.157.221.149:8088/udp/238.125.3.166:5140
五家渠经济HD,http://110.157.221.149:8088/udp/238.125.7.142:5140
五家渠生活HD,http://110.157.221.149:8088/udp/238.125.7.144:5140
五家渠新闻HD,http://110.157.221.149:8088/udp/238.125.7.141:5140
五家渠新闻HD,http://110.157.221.149:8088/udp/238.125.3.165:5140
五师1,http://110.157.221.149:8088/udp/238.125.2.211:5140
五师1,http://110.157.221.149:8088/udp/238.125.7.138:5140
五师2,http://110.157.221.149:8088/udp/238.125.7.139:5140
五师2,http://110.157.221.149:8088/udp/238.125.2.210:5140
武术世界HD,http://110.157.221.149:8088/udp/238.125.2.220:5140
武术世界HD,http://110.157.221.149:8088/udp/238.125.4.104:5140
西藏,http://110.157.221.149:8088/udp/238.125.0.43:5140
西藏藏语,http://110.157.221.149:8088/udp/238.125.7.94:5140
西藏藏语,http://110.157.221.149:8088/udp/238.125.3.94:5140
西藏卫视,http://110.157.221.149:8088/udp/238.125.4.43:5140

新源1,http://110.157.221.149:8088/udp/238.125.3.233:5140
新源1,http://110.157.221.149:8088/udp/238.125.7.179:5140
新源2（哈语）,http://110.157.221.149:8088/udp/238.125.3.232:5140
新源2（哈语）,http://110.157.221.149:8088/udp/238.125.7.178:5140
信号源,http://110.157.221.149:8088/udp/238.125.3.209:5140
信号源,http://110.157.221.149:8088/udp/238.125.5.89:5140
信号源,http://110.157.221.149:8088/udp/238.125.3.167:5140
叶城1,http://110.157.221.149:8088/udp/238.125.6.169:5140
叶城1,http://110.157.221.149:8088/udp/238.125.2.253:5140
叶城2,http://110.157.221.149:8088/udp/238.125.6.170:5140
叶城2,http://110.157.221.149:8088/udp/238.125.2.252:5140
伊犁1HD,http://110.157.221.149:8088/udp/238.125.0.147:5140
伊犁1HD,http://110.157.221.149:8088/udp/238.125.4.147:5140
伊犁2HD（哈语）,http://110.157.221.149:8088/udp/238.125.4.148:5140
伊犁2HD（哈语）,http://110.157.221.149:8088/udp/238.125.0.148:5140
伊犁3HD（维语）,http://110.157.221.149:8088/udp/238.125.4.149:5140
伊犁3HD（维语）,http://110.157.221.149:8088/udp/238.125.0.149:5140
伊犁4HD,http://110.157.221.149:8088/udp/238.125.4.150:5140
伊犁4HD,http://110.157.221.149:8088/udp/238.125.0.150:5140
伊宁维吾尔,http://110.157.221.149:8088/udp/238.125.3.187:5140
伊宁维吾尔,http://110.157.221.149:8088/udp/238.125.7.158:5140
伊宁县1HD,http://110.157.221.149:8088/udp/238.125.7.174:5140
伊宁县1HD,http://110.157.221.149:8088/udp/238.125.3.228:5140
伊宁县2（维语）HD,http://110.157.221.149:8088/udp/238.125.7.175:5140
伊宁县2HD（维语）,http://110.157.221.149:8088/udp/238.125.3.229:5140
伊宁新闻,http://110.157.221.149:8088/udp/238.125.3.186:5140
伊宁新闻,http://110.157.221.149:8088/udp/238.125.7.157:5140
伊吾1,http://110.157.221.149:8088/udp/238.125.2.246:5140
伊吾1,http://110.157.221.149:8088/udp/238.125.7.196:5140
英吉沙1,http://110.157.221.149:8088/udp/238.125.7.191:5140
英吉沙1,http://110.157.221.149:8088/udp/238.125.2.251:5140
英吉沙2,http://110.157.221.149:8088/udp/238.125.2.250:5140
英吉沙2HD,http://110.157.221.149:8088/udp/238.125.7.192:5140
于田1,http://110.157.221.149:8088/udp/238.125.2.225:5140
于田1,http://110.157.221.149:8088/udp/238.125.7.128:5140
于田2,http://110.157.221.149:8088/udp/238.125.7.129:5140
于田2,http://110.157.221.149:8088/udp/238.125.2.224:5140
裕民1,http://110.157.221.149:8088/udp/238.125.2.191:5140
岳普湖1,http://110.157.221.149:8088/udp/238.125.2.249:5140
岳普湖1HD,http://110.157.221.149:8088/udp/238.125.7.193:5140
岳普湖2,http://110.157.221.149:8088/udp/238.125.2.248:5140
岳普湖2HD,http://110.157.221.149:8088/udp/238.125.7.194:5140
泽普1,http://110.157.221.149:8088/udp/238.125.2.229:5140
泽普1,http://110.157.221.149:8088/udp/238.125.7.124:5140
泽普2,http://110.157.221.149:8088/udp/238.125.7.125:5140
泽普4,http://110.157.221.149:8088/udp/238.125.2.228:5140
昭苏1HD,http://110.157.221.149:8088/udp/238.125.3.225:5140
昭苏1HD,http://110.157.221.149:8088/udp/238.125.7.171:5140
昭苏2HD,http://110.157.221.149:8088/udp/238.125.3.226:5140
昭苏2HD,http://110.157.221.149:8088/udp/238.125.7.172:5140



浙江电信,#genre#
浙江卫视,http://115.230.189.33:9999/udp/233.50.201.100:5140
浙江经济生活,http://115.230.189.33:9999/udp/233.50.201.133:5140
浙江教育,http://115.230.189.33:9999/udp/233.50.201.134:5140
浙江民生,http://115.230.189.33:9999/udp/233.50.201.136:5140
浙江news,http://115.230.189.33:9999/udp/233.50.201.137:5140
浙江少儿,http://115.230.189.33:9999/udp/233.50.201.138:5140
钱江频道,http://115.230.189.33:9999/udp/233.50.201.132:5140
杭州1综合,http://115.230.189.33:9999/udp/233.50.201.173:5140
杭州2明珠,http://115.230.189.33:9999/udp/233.50.201.174:5140
杭州3生活,http://115.230.189.33:9999/udp/233.50.201.175:5140
杭州4影视,http://115.230.189.33:9999/udp/233.50.201.176:5140
杭州5青少,http://115.230.189.33:9999/udp/233.50.201.177:5140
宁波TV1,http://115.230.189.33:9999/udp/233.50.201.168:5140
宁波TV2,http://115.230.189.33:9999/udp/233.50.201.178:5140
宁波TV3,http://115.230.189.33:9999/udp/233.50.201.179:5140
宁波TV4,http://115.230.189.33:9999/udp/233.50.201.180:5140
温州新闻,http://115.230.189.33:9999/udp/233.50.201.87:5140
衢州新闻,http://115.230.189.33:9999/udp/233.50.201.155:5140
绍兴新闻,http://115.230.189.33:9999/udp/233.50.201.156:5140
台州-1,http://115.230.189.33:9999/udp/233.50.201.157:5140
之江记录,http://115.230.189.33:9999/udp/233.50.202.25:5140

浙江卫视,http://60.178.149.113:4022/udp/233.50.201.100:5140
浙江经济生活,http://60.178.149.113:4022/udp/233.50.201.133:5140
浙江教育,http://60.178.149.113:4022/udp/233.50.201.134:5140
浙江民生,http://60.178.149.113:4022/udp/233.50.201.136:5140
浙江news,http://60.178.149.113:4022/udp/233.50.201.137:5140
浙江少儿,http://60.178.149.113:4022/udp/233.50.201.138:5140
钱江频道,http://60.178.149.113:4022/udp/233.50.201.132:5140
杭州1综合,http://60.178.149.113:4022/udp/233.50.201.173:5140
杭州2明珠,http://60.178.149.113:4022/udp/233.50.201.174:5140
